"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"28","Bandai Hobby Kit Hg 1/144 Xi Gundam","異形のガンダム","Jesús Manuel","今まで心待ちにしていてやっと購入できました。本キットですが、各パーツが大きく組みやすい反面、慎重に組まなければいけない所もありましたがサイズ、デザインと共にカッコいいです。やっとメッサーと一緒に飾れてよかったです。","Reviewed in Japan on 1 October 2022","5.0 out of 5 stars","Verified Purchase"
"29","Bandai Hobby Kit Hg 1/144 Xi Gundam","Best model for a HG kit","Amazon カスタマー","A very good Quality for an HG model kit, very very suprising.","Reviewed in the United States on 6 August 2021","5.0 out of 5 stars","Verified Purchase"
"30","Bandai Hobby Kit Hg 1/144 Xi Gundam","まあこんなものかと","Damon","組み上げた後の感想です。製作時間は、ゲート処理・墨入れ・シール貼り等をのんびりやりながらで、７時間程度。素組みなら３～４時間もあれば完成するでしょう。全体的に形は良く、ペーネロペーのように特定の部位にパーツが集中するデザインではないため、関節の保持力もまあまあです。やや面倒だったのは、一番パーツの小さい顔でした。顔のパーツは、大体HGのOOシリーズの顔くらいの大きさでした。目のシールは左右別々で、大きいので逆に貼りやすかったです。以下、気になった点です。・大きさの割にシールでの再現ヵ所が多い。脛の脇や後部ミノフスキーユニットの黄色い部分はパーツ分割でもできるのでは、と思いました。・下腕、肩の小さいフィンと紺色のユニットなど、若干、パーツ接合部が表に残る。肩のユニットはともかく、目立つか下腕はもう少し何とかなったのでは。・後部スタビライザーの付け根がパーツ組み換え式。フライト・フォームへの変形は差し替え式なのだから、ＭＳ形態とフライト・フォームとで、きちんと別々にパーツを用意してほしかった。・胸部（インテイク？）など、肉抜きが目立つ箇所がある。手の指はサイズ的に止む無しでしょうが、胸部パーツは、変型時に外側に張り出すため、下から見ると目立ちます。ここは穴埋めパーツを用意してほしかった。後、ランナースイッチでの切り替えを考えていると思わるのは、頭部・胸部（白いパーツ回り）・シールド辺りのパーツのようです。原作のように青い胴体バージョンを出すとか、GFF版とか。あるいは映画の２部、３部で何某かの追加要素（夜間迷彩版、最終決戦仕様とか）を考えているんですかね。楽しみだけど、この値段では、簡単には購入決断できないですけどね。いろいろ書きましたが、個人的には30年以上待った甲斐はあったかなと思いました。","Reviewed in Japan on 6 May 2021","5.0 out of 5 stars","Verified Purchase"
"31","Bandai Hobby Kit Hg 1/144 Xi Gundam","big and bad ass","Darin Brown","i might change out the bots big palooka hands, they're a tad large","Reviewed in the United States on 21 June 2021","4.7 out of 5 stars","Verified Purchase"
"32","Bandai Hobby Kit Hg 1/144 Xi Gundam","とてもいいです。","Amazon カスタマー","ハイグレードの簡素感をマスターグレードの大きさで再現しているので作りやすく、ディテールも綺麗に作られています。カッコいいですしおススメです。","Reviewed in Japan on 30 September 2022","5.0 out of 5 stars","Verified Purchase"
"33","Bandai Hobby Kit Hg 1/144 Xi Gundam","１年待ちました。","ジグソー","amazon様で定価で購入するまで１年待ちました。信用ならない転売屋から購入せず待っていればamazon様で定価で購入出来ます。これからも期待してます。商品に関しては目立ちはしませんが肉抜きが少しある位で満足です。","Reviewed in Japan on 27 September 2022","5.0 out of 5 stars","Verified Purchase"
"34","Bandai Hobby Kit Hg 1/144 Xi Gundam","Easy built with mg visual performance.","Ziqi Li","A bit expensive for a HG LOL","Reviewed in the United States on 9 August 2021","5.0 out of 5 stars","Verified Purchase"
"35","Bandai Hobby Kit Hg 1/144 Xi Gundam","マーカーが多め","Ziqi Li","値段が高くて余り良くない","Reviewed in Japan on 1 March 2022","5.0 out of 5 stars","Verified Purchase"
"36","Bandai Hobby Kit Hg 1/144 Xi Gundam","組み立て作業が楽しい","横山賢一","入手が困難で結局、定価越え（1万）で購入してしまった。但し、組み立て作業は楽しく複雑な形状なのにするする完成してしまった。一部好みで金、メタリックブルー、メタリック赤で塗装した。最新モデルなので各部品の出来が良かった。早く定価で一般ユーザーに広がるといいと思う。","Reviewed in Japan on 8 October 2021","5.0 out of 5 stars","Verified Purchase"
"37","Bandai Hobby Kit Hg 1/144 Xi Gundam","これで新品","ヒロリン","新品との事ですが、箱の横がクチャクチャになっていた。中身には影響がなさそうですが、新品なら箱も綺麗に保存しておかないと箱も商品です。梱包も気泡緩衝材に巻いて包装紙で巻いただけ、ワレモノコワレモノ注意のステッカーは貼ってあるが、多くの荷物にまぎれたらそんなステッカーは意味を成さない。客が買った大切な商品と言う気持ちがあればダンボールにでも入れて送るはずでは？！","Reviewed in Japan on 11 April 2023","4.0 out of 5 stars","Verified Purchase"
"38","Bandai Hobby Kit Hg 1/144 Xi Gundam","カッコ良い","ヒロリン","カッコ良い","Reviewed in Japan on 27 August 2022","4.0 out of 5 stars","Verified Purchase"
"39","Bandai Hobby Kit Hg 1/144 Xi Gundam","定価6600円","大阪人","定価6600円です。転売屋から買うのはやめましょう。商品レビューですが、掌の肉抜き無ければ星5かな！顔つきはどっからコレを知ったかで好き嫌い分かれるかも。色分けはまぁhgですから。所々ランナースイッチあったので別カラーや別顔出したりする予定はあるのかな？","Reviewed in Japan on 27 April 2021","4.0 out of 5 stars","Verified Purchase"
"40","Bandai Hobby Kit Hg 1/144 Xi Gundam","良キット！","伊藤 雅仁","個人的に大好きな機体！推しの1体！かなり昔から、いつかガンプラで出ないかと待ちわびてたそれが手に入ったのだから満足度MAXです。ビギナーさんにもオススメ！","Reviewed in Japan on 16 May 2022","2.0 out of 5 stars","Verified Purchase"
"41","Bandai Hobby Kit Hg 1/144 Xi Gundam","キットの完成度","Y J","HGでは破格の身長を誇ります。キットの完成度としては非常に良く劇場版閃光のハサウェイに登場したデザインを忠実に再現できていると思います。個人的に気になった点はいくつかあったので私は改修しました。１つは大半の方が指摘している平手パーツの肉抜き、２つ目は手足が短くあまり好ましい体型ではなかったので延長しました。キットの総評はこんな感じです。このキットはメーカーの希望小売り価格以上の値段でしか買えない現状が続いていますが買いたい人はいるでしょう、無理に止めたりしませんが後悔はしないように慎重に見極めてください。","Reviewed in Japan on 27 August 2021","4.7 out of 5 stars","Verified Purchase"
"42","Bandai Hobby Kit Hg 1/144 Xi Gundam","良い買い物ができました。","jsnev","満足です。","Reviewed in Japan on 18 June 2021","4.0 out of 5 stars","Verified Purchase"
"43","Bandai Hobby Kit Hg 1/144 Xi Gundam","定価6600円以上の価値はない","セイジ","個人的には良いと思うが、定価以上の価値はないと思う。大きさはぺーより少し小さいがニューよりは大きく、91の2倍ぐらい。作製工数は週末の土日で可能、ペーよりは楽かな。","Reviewed in Japan on 7 June 2021","4.0 out of 5 stars","Verified Purchase"
"44","Bandai Hobby Kit Hg 1/144 Xi Gundam","HGUC簡単だったと思います","セイジ","初心者でもできるでしょう。あと、値段が高い。ひと昔前だったら３５００円にできるでしょう。","Reviewed in Japan on 28 September 2022","4.0 out of 5 stars","Verified Purchase"
"45","Bandai Hobby Kit Hg 1/144 Xi Gundam","やっと…","タムクルーズ","ずっと欲しがっていたプラモデルを彼氏のお誕生日プレゼントに送りました。定価よりもだいぶ高かったですが、すごく喜んでもらえたので良かったです。ありがとうございました。","Reviewed in Japan on 8 August 2021","4.0 out of 5 stars","Verified Purchase"
"46","Bandai Hobby Kit Hg 1/144 Xi Gundam","売りは大きさ","うさこ","パーツが大きいので簡単に作れます、HGですが大きく映画のデザインなのでかっこいいです。ですが値段の割にフライトモードは差し替え必要だし、最新キットのくせに背中のウイングはピシッと分割線が出ます。ただ大きいしモールドも少ないのでメッサーのように塗装初心者にもおすすめです。私は欲に負けたせいで定価の2000円上増しで購入です、恥だと罵ってください。","Reviewed in Japan on 28 April 2021","3.0 out of 5 stars","Verified Purchase"
"47","Bandai Hobby Kit Hg 1/144 Xi Gundam","ビームライフルの合わせ目が目立つ","ことら","表題のところを除けば塗装しなくてもいい感じで仕上がると思います。ビームライフルと肩の合わせ目のどう処理するかが問題と考えます。","Reviewed in Japan on 1 June 2021","4.0 out of 5 stars","Verified Purchase"
"48","Bandai Hobby Kit Hg 1/144 Xi Gundam","最高だ","お寺好き","原価のガンダム、やはり最高だ","Reviewed in Japan on 15 April 2022","4.0 out of 5 stars","Verified Purchase"
"49","Bandai Hobby Kit Hg 1/144 Xi Gundam","欲しかったプラモデル","ゾロ郎","どうしても、欲しかったからプレミア価格で買ってしまったが、満足してます。しかし、今年から再販が数ヶ月続くらしいので、欲しい人は正規品で購入をオススメします。","Reviewed in Japan on 10 April 2022","4.0 out of 5 stars","Verified Purchase"
"50","Bandai Hobby Kit Hg 1/144 Xi Gundam","ガンダム好きなら","ゾロ郎","HGなので組むのは難しくないです。ただやっぱりでかいですねえ､解ってたことだけどｗ","Reviewed in Japan on 28 May 2021","5.0 out of 5 stars","Verified Purchase"
"51","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Master Grade Gundam Heavy Arms","Rajoh","Sehr gut verarbeiteter Modellbausatz für den Heavy Arms. Zusammenbau war leicht zu verstehen, allerdings würde ich an einer Stelle empfehlen trotzdem Kleber zu benutzen, an den Enden des Munitionsgurtes.Alles in allem sehr zu empfehlen.","Reviewed in Germany on 26 April 2013","4.8 out of 5 stars","Verified Purchase"
"52","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Super great kit","Matthew M.","Super great kit! However I did spray the inner frame sprue a gunmetal, but it made it SUPER tight for all its joints. I've done this before on other kits, and while it got tighter, it didn't get near as tight as this kit. Just so you know.","Reviewed in Canada on 25 September 2017","5.0 out of 5 stars","Verified Purchase"
"53","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Probably the most solid Master Grade kit I've ever built","Gary Hood","Package came exactly as I had expected, fresh off a shelf in an expedient and undamaged manner.  Every piece was in the kit, all was intact, no pieces breaking in transit.  The kit itself is definitely not an introductory kit by any means, and requires plenty of attention due to a number of similar-looking parts that are only visibly different if you look really close.  With that said, this kit is exceptionally sturdy where most of my other Master Grades fail to be, save for one small issue - the peg ends for the ammo belt do need to be superglued to the bendy wire that serves as the spine for the belt; it's exceptionally easy for the wire to slip out, and then you'd need to take it apart just to fit the wire back in.  Beyond that issue, the kit is extremely solid and surprisingly articulate and lithe - which is, rather hilariously, the same thing I said about Heavyarms itself in the show.  Overall, a very worthwhile purchase, especially for the price - the sturdiness alone makes it feel like a kit worth twice what you're paying.","Reviewed in the United States on 30 August 2022","5.0 out of 5 stars","Verified Purchase"
"54","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Très bien.","B","Très bien.","Reviewed in France on 31 March 2020","5.0 out of 5 stars","Verified Purchase"
"55","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Just, buy me already...","James C.","My first master grade kit..and boy, what a kit. Tones of articulation, various flaps & hatches, just oozes that OTT manga style of a massive doom robot. Solid model once built, really poseable freestanding. Spent the best part of a week slowly building it in the evenings, enjoyed it so much I have decided to collect the whole EW line. Fantastic supplier - have purchased from them many times now & cannot fauly them for speed & quality of service.","Reviewed in the United Kingdom on 13 March 2017","5.0 out of 5 stars","Verified Purchase"
"56","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","商品","Kuri","コロナ暇つぶしに最高","Reviewed in Japan on 24 May 2020","5.0 out of 5 stars","Verified Purchase"
"57","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Perfetto è dire poco","matteo pisino","Pacco arrivato prima del previsto con il contenuto imballato in maniera impeccabile.se lo andavo a prendere io stesso in fabbrica si sarebbe rovinato di più venditore consigliati asino e modello veramente stupendo!!!","Reviewed in Italy on 28 October 2015","4.0 out of 5 stars","Verified Purchase"
"58","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Satisfecho","Jose Nava","Mi primer MG y es totalmente satisfactorio verlo terminado","Reviewed in Mexico on 29 September 2020","5.0 out of 5 stars","Verified Purchase"
"59","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","William vr kreukniet.","Jose Nava","👍👍👍👍👍👍","Reviewed in Germany on 20 July 2019","5.0 out of 5 stars","Verified Purchase"
"60","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Good Kit","William vr kreukniet","Great Kit, one of my favourite all time gundams. Only issue is the gun is too heavy at times to pose with it. Also I would recommend painting the missiles in the missle pods.","Reviewed in Canada on 4 June 2018","5.0 out of 5 stars","Verified Purchase"
"61","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Très bien","Client d'Amazon","TOP! Arrivé avant l'heure (Bravo à l'expéditeur) Très Bonne qualité du kit. Déçu par la taille mais là résultat est parfait.","Reviewed in France on 18 March 2016","4.8 out of 5 stars","Verified Purchase"
"62","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","ありがとうございました","aa-como","配送も早く梱包も丁寧でした。ありがとうございましたまたよろしくお願いします。","Reviewed in Japan on 12 January 2017","5.0 out of 5 stars","Verified Purchase"
"63","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Davvero ottimo!!","Riccardo P.","Davvero molto bello, dettagliato e abbastanza facile da assemblare, anche per chi è alle prime armi come me. Ne ho già ordinato un altro!!","Reviewed in Italy on 22 July 2016","5.0 out of 5 stars","Verified Purchase"
"64","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Great kit","Timbo","Awesome build for a Gundam WING classic Gundam frame all the little latches and missile pod covers are fun to build and gives the kit an extra level of complexity while the frame itself is still basic","Reviewed in the United Kingdom on 22 June 2019","5.0 out of 5 stars","Verified Purchase"
"65","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Gundam","Flyingdonkeyking","It's a bandai gundam. Cheaper elsewhere but its here if you don't have a store nearby or you don't want to wait for another retailer to ship. I love this kit.","Reviewed in the United States on 8 November 2023","5.0 out of 5 stars","Verified Purchase"
"66","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Excelente kit.","Abraham","Siempre quise este kit, llego mas rápido de lo esperado y en excelentes condiciones, totalmente recomendable.","Reviewed in Mexico on 25 March 2020","5.0 out of 5 stars","Verified Purchase"
"67","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Fun kit with a few flaws","Craig Byers","This was my second model kit, as Heavyarms is one of my favorite Gundams. There are a lot of small parts, most fit well (the arms are a little loose, but nothing super aggravating, but I’ve heard glue on the joints helps.) There is space to display all the weapons: gun, knife and shield, so you don’t have to pick which ones to display.The real frustration is with the gun. It doesn’t hold very well, and the chain has a tendency to pop off. I found that super glue on the end pieces of the Gatling chain help, but you have to be prepared to deal with a weak hand grip. Because of that, the gun only really comes up about 45 degrees on its own, and the gund will pop out of the hand easily. It’s a little frustrating, but can be worked around. You could probably apply some glue to help too, but I didn’t.I really recommend taking this kit slow. Make sure you’re orienting things correctly before you snap them down, don’t be afraid to lay out all the pieces in the diagram step before you push them together and move on. Also, there is an unmarked piece of black wire (5 small strands bound together) DO NOT THROW THIS AWAY. It is part of the chain for the Gatling gun, but was unmarked and unpackaged in my box.","Reviewed in the United States on 4 November 2023","5.0 out of 5 stars","Verified Purchase"
"68","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Amazing Looking Kit, A Nightmare to Work With...","Craig Byers","I'll start with the good: It looks absolutely immaculate and amazing, even just snap built! Some parts need some color correction, like the gun with it's accessories and the backpack to a black color because it's a slightly darker gray, which is a little off. A little bit of customizing and weathering (it's Heavyarms, he gets dirty!) goes a long way with it and really makes it pop! It's also pretty well balanced and stable, so it can hold a pose really well, even on my handmade custom action base.Now for the bad: Parts of this kit is super brittle and I had parts break on me, namely small, unfixable parts. The chest panel clips feel like they'll break if you try to close them and one did, the extra folding gatling gun handle broke on me, and the backpack arms both broke on me. If you decide to paint, spray paint or topcoat, these problems will become more of an issue. Essentially, I had to buy a whole other kit to replace the broken pieces, especially since I didn't know what could possibly break next. So, if you keep those things in mind and you're very careful, you should be fine, but be prepared for it in case.Overall, love the kit, but it's a beautiful nightmare. Wing kits are known for having their own build issues, so as long as you know what they are and how to deal with them, you'll be fine. Still recommend to all those Gundam Wing lovers out there! 👍","Reviewed in the United States on 18 September 2022","4.0 out of 5 stars","Verified Purchase"
"69","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Makes you wish there were more Wing kits coming out soon!","james","This kit was the last of ""the five gundams"" that were released a couple years ago following Katoki Hajime's Wing Gundam redesign that was released in 2004. At first I was confused as to how the mecha designs were named and where they came from since there was the T.V. versions, Kai versions, Endless Waltz customs from the movie/ova and now these. I really enjoy Katoki's designs and his decision to redesign the original five gundams to reflect the way they appear in the OVA really made a good excuse to swap colors and milk the kits when/if they decide to release the other 3 custom gundams since we already have deathscythe hell and wing zero custom. In terms of being a built kit, I really enjoyed it. Taking some silver paint and applying it to the rockets really makes them pop when you open up all the missile bays. Since I'm a busy architecture student, I sprayed on topcoat directly onto the frames which I hung from string outside, that took away the plastic shine, allowed the stickers to blend in more unless you're really close to it, and unfortunately reduced the margin of error when panel lining so you have to be careful. This kit requires a little bit of extra work to make it look really nice but it's well worth it when it's done, making it look more like a piece of military machinery than a plastic kit with stickers all over it! Posing is fun and all the joints move a great distance standard for a kit this recent (I'm looking at you Unicorn, your inevitable perfect grade better have 180 degree bends all over the place!) it's just a shame the feet don't bend up to allow some running poses and the beam gatling gun ammo chain can be problematic when you're trying some real dynamic poses. All in all, I highly recommend this kit despite the flaws because putting a little elbow grease can really make it look sharp, you'll have fun putting the model in a variety of poses and as a fan of Katoki's designs, makes me eager for more Wing kits, especially ones from Frozen Teardrop!-Bootz","Reviewed in the United States on 6 April 2013","4.0 out of 5 stars","Verified Purchase"
"70","Bandai Hobby - Gundam Wing: Endless Waltz - Gundam Heavyarms (EW),Bandai MG","Some experience needed.","james","My son has had experience with easier kits and was looking forward to building this one. There are some really small parts so be careful not to lose any while building this one. If the time is taken to fine detail this kit as in panel liner, then this kit will look even better! It will not disappoint.","Reviewed in the United States on 27 May 2023","4.0 out of 5 stars","Verified Purchase"
